Plant_Name,State,County,PlantCapac,PlantFlow,BTU_Conten,DryGasStor,NG_LiquidS,City,ZipCode,OwnerCompa,OperatorCo,Source,x,y
Huckabay,TX,Erath,20,19.00000000000,1220,0,1833,Stephenville,76401,"Enbridge G&P (North Texas), L.P.","Enbridge G&P (North Texas), L.P.","EIA-757, Natural Gas Processing Plant Survey",-10931443,3800461
Bridgeport Plant,TX,Wise,800,674.00000000000,1168,0,48415,Bridgeport,76426,"EnLink Midstream Services, LLC","EnLink Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-10891803,3917467
Shackelford Plant,TX,Shackelford,15,9.00000000000,1188,0,4528,Albany,76430,"Targa Midstream Services, LLC","Targa Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-11047588,3865489
Chico Plant,TX,Wise,265,265.00000000000,1188,0,17383,Chico,76431,Targa Midstream Services LLC,Targa Midstream Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-10893350,3937520
Shackelford Plant,TX,Eastland,15,6.26000000000,1267,0,750,Cisco,76437,"DGP Taurus GP Holding, LLC","Davis Gas Processing, INC","EIA-757, Natural Gas Processing Plant Survey",-11023264,3815395
Indian Mound,TX,Young,0,0.11000000000,0,0,1429,Graham,76450,"Advance NGL, Inc.","Advance NGL, Inc.","EIA-757, Natural Gas Processing Plant Survey",-10970979,3902478
Gordon,TX,Palo Pinto,40,25.00000000000,1250,0,3600,Gordon,76453,"Enbridge G&P (North Texas), L.P.","Enbridge G&P (North Texas), L.P.","EIA-757, Natural Gas Processing Plant Survey",-10947350,3840444
Lone Camp,TX,Palo Pinto,40,30.00000000000,1250,0,714,Gordon,76453,"Enbridge G&P (North Texas), L.P.","Enbridge G&P (North Texas), L.P.","EIA-757, Natural Gas Processing Plant Survey",-10945662,3835138
Markley Plant,TX,Jack & Young,0,0.03000000000,1140,0,500,Jermyn,76459,,"W. W. Sub, Inc.","EIA-757, Natural Gas Processing Plant Survey",-10952466,3931736
Tolar Plant/Black Diamond,TX,Hood,155,33.00000000000,1270,0,1430,Tolay,76476,,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10900347,3811519
Worsham-Steed Cryogenic Gas Plant,TX,Jack,60,43.00000000000,1065,0,0,Perrin,76486,"NorTex Midstream Partners, LLC","Worsham-Steed Gas Storage, LLC","EIA-757, Natural Gas Processing Plant Survey",-10916229,3898345
Sutton Sonora Plant,TX,Sutton,62,62.00000000000,1175,0,4523,Sonora,76950,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11194328,3559882
Rothermel Conditioning Plant,TX,Limestone,30,23.00000000000,1080,0,1429,Groesbeck,76642,"Devon Gas Services, L.P.","Devon Gas Services, L.P.","EIA-757, Natural Gas Processing Plant Survey",-10744289,3698023
CONCHO GAS PLANT,TX,CONCHO,10,1.00000000000,1157,0,1500,PAINT ROCK,76866,"DAVIS GAS PROCESSING, INC","DAVIS GAS PROCESSING, INC","EIA-757, Natural Gas Processing Plant Survey",-11123915,3692744
IRION COUNTY PLANT,TX,IRION,16,7.00000000000,1258,0,1500,BARNHART,76930,"DAVIS GAS PROCESSING, INC","DAVIS GAS PROCESSING, INC","EIA-757, Natural Gas Processing Plant Survey",-11267189,3652306
Mertzon Plant,TX,Irion,52,46.00000000000,1239,0,7658,Mertzon,76941,Targa Resources,Targa Resources,"EIA-757, Natural Gas Processing Plant Survey",-11233438,3667607
Ozona,TX,Crockett,32,9.00000000000,1290,0,648,Ozona,76943,Chevron,Chevron,"EIA-757, Natural Gas Processing Plant Survey",-11258307,3572328
Ozona Gas Processing Plant,TX,Crockett,120,85.00000000000,1160,0,15833,Ozona,76943,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11271812,3546523
Southwest Ozona,TX,Crockett,90,85.00000000000,1160,0,1429,Ozona,76943,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11261201,3556893
JAMESON PLANT,TX,COKE,45,37.00000000000,1360,0,11000,SILVER,76949,"WTG JAMESON, LP","WTG JAMESON, LP","EIA-757, Natural Gas Processing Plant Survey",-11209063,3768800
Sonora Plant,TX,Sutton,120,95.00000000000,1141,0,750,Sonora,76950,Enterprise Hydrocarbons LP,Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-11194328,3559882
Sterling Plant,TX,Sterling,62,47.00000000000,1250,0,1610,Sterling City,76951,Targa Resources,Targa Resources,"EIA-757, Natural Gas Processing Plant Survey",-11248435,3739038
Mount Pearl Gas Plant,TX,Harris,3,1.00000000000,1227,0,1429,Houston,77069,,Citation Oil & Gas Corp,"EIA-757, Natural Gas Processing Plant Survey",-10633238,3502325
Pineview Gas Plant,TX,Harris,2,1.00000000000,1870,0,5000,Houston,77069,,Citation Oil & Gas Corp,"EIA-757, Natural Gas Processing Plant Survey",-10633726,3501715
Conroe Plant,TX,Montgomery,36,36.00000000000,1080,0,230,Conroe,77302,Southcross Energy GP LLC,Southcross Gathering Ltd.,"EIA-757, Natural Gas Processing Plant Survey",-10615317,3532164
Huntsville Gas Plant,TX,Walker,50,34.00000000000,1170,0,4285,Huntsville,77320,Copano Processing LLC,Copano Processing LLC,"EIA-757, Natural Gas Processing Plant Survey",-10636672,3607320
Indian Springs Gas Plant,TX,Polk,146,125.00000000000,1160,0,1068,Livingston,77351,"TECO Gas Processing, LLC",Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10555536,3595540
Thompsonville Gas Plant,TX,Jim Hogg,330,305.00000000000,1140,0,0,Mirando City,77369,Enterprise Hydrocarbons L.P.,Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10546988,3558114
Markham Gas Processing Plant,TX,Matagorda,500,395.38000000000,1042,0,0,Markham,77456,Williams Field Services-Gulf Coast Company LP,Williams Field Services-Gulf Coast Company LP,"EIA-757, Natural Gas Processing Plant Survey",-10696911,3369730
Houston Central Plant,TX,Colorado,1000,837.00000000000,1150,0,24608,Sheridan,77475,Copano Processing LLC,Copano Processing LLC,"EIA-757, Natural Gas Processing Plant Survey",-10759616,3437113
Old Ocean,TX,Brazoria,180,95.00000000000,1100,0,7500,Sweeny,77480,Arrowhead Pipeline L.P.,Harvest Pipeline,"EIA-757, Natural Gas Processing Plant Survey",-10660625,3387405
Texas City Processing Plant,TX,Galveston,40,40.00000000000,1085,0,600,Texas City,77590,Kinder Morgan Tejas Pipeline LLC,Kinder Morgan Tejas Pipeline LLC,"EIA-757, Natural Gas Processing Plant Survey",-10566434,3425486
CIPCO Supersystem,TX,Jefferson,400,140.00000000000,1143,0,900,Port Arthur,77640,DCP Southeast Texas Plants,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10457469,3488278
OSR-Halliday Unit LPG,TX,Madison,2,1.80000000000,1200,0,1800,Madisonville,77864,Woodbine Production Corp,Woodbine Production Corp,"EIA-757, Natural Gas Processing Plant Survey",-10676165,3626789
Eagle Plant,TX,Jackson,200,175.00000000000,1275,0,1238,Edna CR 282,77957,DCP Midstream,DCP MIDSTREAM PARTNERS LP,"EIA-757, Natural Gas Processing Plant Survey",-10762960,3372721
"Flag City Processing Partners, LLC",TX,Jackson,150,55.00000000000,1236,0,0,Edna,77957,"Broadwalk Midstream, LLC","Broadwalk Field Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-10764648,3380438
Wilcox Gas Plant,TX,Lavaca,240,188.00000000000,1102,0,9857,Hallettsville,77964,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10780614,3423694
Formosa Hydrocarbons Company,TX,Calhoun,200,175.00000000000,1250,0,7000,Point Comfort,77978,Formosa Hydrocarbons Company,Formosa Hydrocarbons Company,"EIA-757, Natural Gas Processing Plant Survey",-10750397,3333282
Armstrong,TX,Dewitt,250,229.00000000000,1201,0,16142,Yoakum,77995,Enterprise Hydrocarbons L.P.,Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10802464,3396606
Yoakum Gas Processing Plant,TX,Lavaca,300,300.00000000000,1250,0,0,Yoakum,77995,"Enterprise Hydrocarbons, LP","Enterprise Products Operating, LLC","EIA-757, Natural Gas Processing Plant Survey",-10807287,3402635
Three Rivers,TX,Live Oak,95,85.00000000000,1155,0,1380,George West,78022,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10934450,3273103
McMullen,TX,McMullen,5,4.00000000000,1260,0,760,Tilden,78072,Houston Pipeline Company,Houston Pipeline Company,"EIA-757, Natural Gas Processing Plant Survey",-10974444,3287077
Goliad,TX,Goliad,23,17.70000000000,1277,0,0,Berclair,78107,DCP Midstream,DCP Midstream LP,"EIA-757, Natural Gas Processing Plant Survey",-10861891,3318405
San Martin Plant,TX,Bexar,200,55.00000000000,1260,0,0,Elmendorf,78112,Enterprise Hydrocarbons L.P.,Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10950682,3402759
Silver Oak Gas Processing Plant,TX,Bee,400,142.67400000000,1250,0,0,Tuleta,78162,TPl SouthTex Pipeline Company LLC,TPl SouthTex Pipeline Company LLC,"EIA-757, Natural Gas Processing Plant Survey",-10884096,3323560
Gulf Plains Gas Plant,TX,Nueces,170,143.00000000000,1200,0,3475,Bishop,78343,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10890639,3201583
La Gloria,TX,Jim Wells,265,160.00000000000,1130,0,34120,Falfurrias,78355,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10923827,3144094
Shilling Gas Plant,TX,Webb,110,110.00000000000,1200,0,0,Freer,78357,Enterprise Hydrocarbons L.P.,Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10967861,3242815
Gregory,TX,San Patricio,120,66.00000000000,1135,0,6428,Gregory,78359,Southcross Energy GP LLC,Southcross Gathering Ltd.,"EIA-757, Natural Gas Processing Plant Survey",-10829948,3239338
King Ranch Gas Plant,TX,Kleburg,800,400.00000000000,1134,0,141500,Kingsville,78363,ExxonMobile Production Company,ExxonMobil Production Company,"EIA-757, Natural Gas Processing Plant Survey",-10894002,3179736
Woodsboro Plant,TX,Refugio,200,155.00000000000,1210,0,2000,Woodsboro,78393,Southcross Energy GP LLC,Southcross Processing LLC,"EIA-757, Natural Gas Processing Plant Survey",-10838964,3274205
Shoup Gas Plant,TX,Nueces,285,255.00000000000,1120,0,1700,Corpus Christi,78410,Enterprise Hydrocarbons LP,Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10864401,3228633
Delmita Gas Plant,TX,Starr,130,117.00000000000,1135,0,700,Delmita,78536,Enterprise Hydrocarbons L.P.,Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10959530,3079723
Gilmore Gas Plant,TX,Hidalgo,265,225.00000000000,1140,0,900,Edinburg,78541,Enterprise Hydrocarbons LP,Enterprise Products Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10940954,3054686
Luling Gas Plant,TX,Caldwell,5,1.10000000000,1230,0,0,Prairie Lea,78661,"Davis Gas Processing, Inc","Davis Gas Processing, Inc","EIA-757, Natural Gas Processing Plant Survey",-10881539,3467837
North Fayette Sweetening Plant,TX,Fayette,10,2.00000000000,1130,0,600,Giddings,78942,Progenies Operating LLC,Progenies Operating LLC,"EIA-757, Natural Gas Processing Plant Survey",-10789323,3525305
Austin Giddings,TX,Fayette,95,90.00000000000,1218,0,7238,La Grange,78945,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10778458,3490788
Chisholm Plant,TX,Fayette,120,120.00000000000,1275,0,1000,LaGrange,78945,Energy Transfer,Energy Transfer,"EIA-757, Natural Gas Processing Plant Survey",-10787622,3486206
LaGrange Plant,TX,Fayette,205,155.00000000000,1275,0,1700,LaGrange,78945,Energy Transfer,Energy Transfer,"EIA-757, Natural Gas Processing Plant Survey",-10785693,3492718
Allison Gas Plant,TX,Wheeler,150,122.00000000000,1169,0,0,,79003,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11142489,4242989
Panhandle Superplant,TX,,475,343.00000000000,1200,0,20307,,79007,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11287564,4259387
Woodall Plant,TX,Hemphill,60,38.00000000000,1190,0,430,Brisco,79011,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11157731,4245407
Zybach,TX,Wheeler,164,93.00000000000,1169,0,952,Briscoe,79011,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11157489,4250471
Hemphill Plant,TX,Hemphill,50,48.00000000000,1254,0,2143,Canadian,79014,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11168751,4296991
Hobart Cryo Plant,TX,Hemphill,30,7.00000000000,1176,0,1000,Canadian,79014,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11154522,4292650
Hobart Ranch Gas Plant,TX,Hemphill,125,0.00000000000,1140,0,0,Canadian,79014,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11169956,4281074
Phoenix Arrington Ranch Plant,TX,Hemphill,60,32.00000000000,1200,0,1400,Canadian,79014,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11165133,4288550
Lefors Plant,TX,Gray,5,5.00000000000,1300,0,858,Lefors,79054,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11223130,4216110
MCLEAN PLANT,TX,GRAY,25,10.00000000000,1200,0,300,MCLEAN,79057,"MCLEAN GAS PROCESSING COMPANY, LLC",CARRERA OPERATING COMPANY,"EIA-757, Natural Gas Processing Plant Survey",-11203486,4196958
Fain Gas Plant,TX,Potter,80,42.00000000000,1360,0,3048,Masterson,79058,Pioneer Natural Resources,Pioneer Natural Resources,"EIA-757, Natural Gas Processing Plant Survey",-11338078,4243425
Red Deer Plant,TX,Roberts,26,23.00000000000,1200,0,218,Miami,79059,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11237633,4297138
Gray County Plant,TX,Gray,20,14.96000000000,1600,0,4300,Pampa,79065,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11229433,4237214
Indian Creek Gas Plant,TX,Roberts,36,23.00000000000,1260,0,1109,Pampa,79065,Crestwood Panhandle Pipeline LLC,Crestwood Panhandle Pipeline LLC,"EIA-757, Natural Gas Processing Plant Survey",-11237633,4239384
GREY BADGER,TX,CARSON,25,13.00000000000,1300,0,2800,PANHANDLE,79068,"MIDSTREAM ENERGY SERVICES, LLC","MIDSTREAM ENERGY SERVICES, LLC","EIA-757, Natural Gas Processing Plant Survey",-11291851,4210694
Spearman Plant,TX,Ochiltree,110,100.00000000000,1210,0,1657,Spearman,79081,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11267541,4332415
Sunray Gas Plant,TX,Moore,165,145.00000000000,1185,0,4050,Sunray,79086,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11329443,4305919
Hidetown Plant,TX,Wheeler,132,132.00000000000,1121,0,833,Wheeler,79096,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11160049,4228883
KELTON GAS PLANT,TX,USA,75,18.00000000000,1210,0,2063,WHEELER,79096,KELTON GAS SERVICES - LLC,AKA - FRONTIER FIELD SERVICES,"EIA-757, Natural Gas Processing Plant Survey",-11145579,4227677
Wheeler,TX,Wheeler,60,30.00000000000,1195,0,0,Kelton,79096,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11161737,4220442
Wheeler,TX,Wheeler,200,200.00000000000,1200,0,0,Wheeler,79096,"Enable Products, LLC","Enable Products, LLC","EIA-757, Natural Gas Processing Plant Survey",-11153779,4223577
Cargray Plant,TX,Carson,30,15.00000000000,1340,0,19824,White Deer,79097,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11263143,4223265
Antelope Hills Plant,TX,Hemphill,135,110.00000000000,1287,0,864,Canadian,79104,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11331057,4191470
Denver Unit CO2 Recovery Plant,TX,Yoakum,290,275.00000000000,300,0,90000,Denver City,79323,Occidental Permian Ltd,Occidental Permian Ltd,"EIA-757, Natural Gas Processing Plant Survey",-11455217,3882775
Wasson ODC Unit CO2 Removal Plant,TX,Yoakum,100,96.80000000000,150,0,4000,Denver City,79323,Occidental Permian Ltd,Occidental Permian Ltd,"EIA-757, Natural Gas Processing Plant Survey",-11453770,3891939
Willard CO2 Recovery Plant,TX,Yoakum,160,150.00000000000,180,0,177,Denver City,79323,Oxy USA WTP,Oxy USA WTP,"EIA-757, Natural Gas Processing Plant Survey",-11446776,3882292
WPMT NGL,TX,Yoakum,35,14.00000000000,1100,0,0,Denver City,79323,Occidental Permian Ltd,Occidental Permian Ltd,"EIA-757, Natural Gas Processing Plant Survey",-11460040,3887598
Cedar Hill Gas Plant,TX,GARZA,8,1.15000000000,1279,0,750,POST,79356,"Davis Gas Processing, Inc.","Davis Gas Processing, Inc.","EIA-757, Natural Gas Processing Plant Survey",-11280051,3929742
Seminole Gas Processing Plant,TX,Gaines,270,0.00000000000,148,0,9000,Seminole,79360,Hess Permian Gas Processing LLC,Hess Permian Gas Processing LLC,"EIA-757, Natural Gas Processing Plant Survey",-11437126,3854106
Slaughter Gasoline Plant,TX,Hockley,35,30.00000000000,1400,0,446000,Sundown,79372,Oxy,Oxy,"EIA-757, Natural Gas Processing Plant Survey",-11408783,3951937
Slaughter Gasoline Plant (Mallet),TX,Hockley,335,335.00000000000,1250,0,2200,Sundown,79372,Oxy,Oxy,"EIA-757, Natural Gas Processing Plant Survey",-11408958,3953086
East Vealmoor Plant,TX,Howard,45,39.65000000000,1281,0,750,Coahoma,79511,"West Texas Gas Gas Processing, LP","WTG Gas Processing, LP","EIA-757, Natural Gas Processing Plant Survey",-11272164,3817847
Hamlin,TX,Fisher,6,5.40000000000,1380,0,570,Hamlin,79520,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11146678,3877384
Snyder Gasoline Plant,TX,Scurry,90,57.00000000000,1300,0,1000,Snyder,79549,ExxonMobil Corporation,Kinder Morgan CO2,"EIA-757, Natural Gas Processing Plant Survey",-11221254,3876445
Salt Creek Processing Plant,TX,Kent,150,147.00000000000,1177,0,1300,Snyder,79549,Occidental Permian Ltd.,Occidental Permian Ltd.,"EIA-757, Natural Gas Processing Plant Survey",-11226078,3865592
Bradford Ranch,TX,Midland,25,8.00000000000,1300,0,0,Midland,79701,Chevron U.S.A. Inc.,Chevron U.S.A. Inc.,"EIA-757, Natural Gas Processing Plant Survey",-11363657,3762311
Driver Gas Processing Plant,TX,Midland,220,203.47000000000,1250,0,39600,Midland,79706,Targa Pipeline Mid-Continent WestTex LLC,Targa Pipeline Mid-Continent WestTex LLC,"EIA-757, Natural Gas Processing Plant Survey",-11349546,3750769
High Plains Plant,TX,Midland,200,130.00000000000,1245,0,3714,Midland,79706,Targa Resources,Targa Resources,"EIA-757, Natural Gas Processing Plant Survey",-11365222,3737746
Spraberry,TX,Midland,60,60.00000000000,1300,0,9500,Midland,79706,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11354852,3743051
Dollarhide Gas Plant,TX,Andrews,42,1.25000000000,954,0,7200,Andrews,79714,Chevron,Chevron,"EIA-757, Natural Gas Processing Plant Survey",-11414990,3805205
Fullerton,TX,Andrews,75,72.00000000000,1380,0,2014,Andrews,79714,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11435971,3800864
MidMar West,TX,Andrews,27,14.60000000000,1300,0,640,Andrews,79714,Coronado Midstream LLC,Coronado Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11425601,3805687
Rawhide,TX,Sterling,75,50.00000000000,1090,0,630,Bigspring,79720,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11295918,3796647
Coyanosa,TX,Pecos,125,100.00000000000,1175,0,6000,Coyanosa,79730,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11473214,3659372
Waha Plant,TX,Pecos,120,120.00000000000,1184,0,0,Pecos,79730,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11475384,3654790
CGU Cordona Lake Plant,TX,Crane,10,4.64000000000,740,0,443,Crane,79731,XTO Energy Inc,XTO Energy Inc,"EIA-757, Natural Gas Processing Plant Survey",-11400203,3688061
Crane Gas Plant,TX,Upton,30,25.00000000000,1180,0,0,Crane,79731,Apache Corporation,Apache Corporation,"EIA-757, Natural Gas Processing Plant Survey",-11397403,3681184
Oxy Block31 Plant,TX,Crane,100,45.90000000000,593,0,100,Crane,79731,Occidental Petroleum,OXY Permian EOC,"EIA-757, Natural Gas Processing Plant Survey",-11407473,3687275
Sand Hills Gas Plant,TX,Crane,180,153.00000000000,1097,0,3333,Crane,79731,"Targa Midstream Services, LLC","Targa Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-11401873,3684524
Gomez Plant,TX,Pecos,84,80.00000000000,950,0,0,Fort Stockton,79735,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11409192,3577806
Goldsmith,TX,Ector,65,60.00000000000,1325,0,9000,Goldsmith,79741,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11424406,3759404
Tract 75 Gas Plant,TX,Pecos,72,28.92000000000,200,0,0,Iraan,79744,Kinder Morgan Production Company LLC,Kinder Morgan Production Company LLC,"EIA-757, Natural Gas Processing Plant Survey",-11354025,3627683
Yates Gas Plant,TX,Pecos,97,38.99000000000,200,0,750,Iraan,79744,Kinder Morgan Production Company LLC,Kinder Morgan Production Company LLC,"EIA-757, Natural Gas Processing Plant Survey",-11367048,3625271
Halley,TX,Winkler,110,90.00000000000,1225,0,7100,Kermit,79745,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11453048,3739111
Keystone,TX,Winkler,125,100.00000000000,1200,0,500,Kermit,79745,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11458112,3732358
Tippett,TX,Upton,55,50.00000000000,1200,0,7500,McCamey,79752,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11371636,3660760
BENEDUM II PLANT,TX,UPTON,140,72.00000000000,1254,0,0,MIDKIFF,79755,"BEMEDUM GAS PARTNER, LP",WTG BENEDUM JOINT VENTURE LP,"EIA-757, Natural Gas Processing Plant Survey",-11354898,3702078
Edward Gas Plant,TX,Upton,200,46.58000000000,1250,0,39600,Midkiff,79755,Targa Pipeline Mid-Continent WestTex LLC,Targa Pipeline Mid-Continent WestTex LLC,"EIA-757, Natural Gas Processing Plant Survey",-11346216,3708107
Midkiff,TX,Reagan,210,193.35600000000,1250,0,1200,Midkiff,79755,Targa Pipeline Mid-Continent WestTex LLC,Targa Pipeline Mid-Continent WestTex LLC,"EIA-757, Natural Gas Processing Plant Survey",-11348869,3691226
Pegasus,TX,Midland,100,60.00000000000,1287,0,43,Midkiff,79755,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11347663,3698461
Headlee,TX,Ector,75,60.00000000000,1050,0,1820,Odessa,79762,Chevron U.S.A. Inc.,Four Star Oil and Gas,"EIA-757, Natural Gas Processing Plant Survey",-11394016,3750259
Roberts Ranch,TX,Midland,70,70.00000000000,1100,0,362,Odessa,79766,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11415343,3724201
Sale Ranch Gas Plant,TX,MARTIN,140,123.21000000000,1252,0,750,STANTON,79782,"West Texas Gas Gas Processing, LP","WTG GAS PROCESSING, LP","EIA-757, Natural Gas Processing Plant Survey",-11341740,3783767
MidMar East,TX,Martin,36,29.00000000000,1300,0,2500,Tarzan,79783,Coronado Midstream LLC,Coronado Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11359296,3805613
Benedum,TX,Upton,45,40.77500000000,1250,0,0,Randkin,79788,Targa Pipeline Mid-Continent WestTex LLC,Targa Pipeline Mid-Continent WestTex LLC,"EIA-757, Natural Gas Processing Plant Survey",-11464797,3705902
Wattenberg Gas Plant,CO,Adams,250,201.50000000000,1259,0,9500,Aurora,80019,Anadarko Petroleum Company,Anadarko Petroleum Company,"EIA-757, Natural Gas Processing Plant Survey",-11655369,4834780
Mercy Gas Plant,TX,San Jacinto,0,0.24000000000,1154,0,1000,Cleveland,80202,Kinder Morgan (100% owner of chiller),Hilcorp Energy Company,"EIA-757, Natural Gas Processing Plant Survey",-11688279,4829952
Bear River,CO,Routt,1,1.00000000000,1,0,8000,Hayden,80293,Moffat Pipeline Corporation,Moffat Pipeline Corporation,"EIA-757, Natural Gas Processing Plant Survey",-11687427,4829137
Clyde Gasoline Plant,CO,Prowers,2,0.33000000000,1200,0,700,,80401,Prowers Gas Gathering Co. LLC,Prowers Gas Gathering Co. LLC,"EIA-757, Natural Gas Processing Plant Survey",-11714710,4824821
Eaton,CO,Weld,13,11.00000000000,1175,0,1425,Eaton,80615,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11650762,4942988
Greeley Plant,CO,Weld,27,25.00000000000,1175,0,17150,Evans,80620,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11657046,4920519
Platte Valley Gas Plant,CO,Weld,107,107.00000000000,1290,0,19000,Fortt. Lupton,80621,"Kerr McGee Gathering, LLC",Kerr McGee Gathering LLC,"EIA-757, Natural Gas Processing Plant Survey",-11661358,4884782
